city_or_municipality,barangay,basic_education,households_magnitude,households_proportion,households_total,population_male_magnitude,population_female_magnitude,population_total_magnitude,population_male_proportion,population_female_proportion
Lakewood,Bagong Kahayag,women who died due to pregnancy related-causes,0,0,0,0,0,0,0,0
Lakewood,Bagong Kahayag,malnourished children 0-5 year old,4,2.7,4,1,3,1.7,0.8,2.7
Lakewood,Biswangan,children 0-5 year old who died,0,0,0,0,0,0,0,0
Lakewood,Biswangan,women who died due to pregnancy related-causes,0,0,0,0,0,0,0,0
Lakewood,Biswangan,malnourished children 0-5 year old,3,2.6,3,2,1,1.7,2.2,1.1
Lakewood,Bululawan,children 0-5 year old who died,0,0,0,0,0,0,0,0
Lakewood,Bululawan,women who died due to pregnancy related-causes,0,0,0,0,0,0,0,0
Lakewood,Bululawan,malnourished children 0-5 year old,4,4.7,5,3,2,4.1,4.8,3.4
Lakewood,Dagum,children 0-5 year old who died,0,0,0,0,0,0,0,0
Lakewood,Dagum,women who died due to pregnancy related-causes,0,0,0,0,0,0,0,0
Lakewood,Dagum,malnourished children 0-5 year old,0,0,0,0,0,0,0,0
Lakewood,Gasa,children 0-5 year old who died,2,4.1,2,1,1,2.9,2.3,4.2
Lakewood,Gasa,women who died due to pregnancy related-causes,0,0,0,0,0,0,0,0
Lakewood,Gasa,malnourished children 0-5 year old,6,12.5,6,3,3,9.1,7,13
Lakewood,Gatub,children 0-5 year old who died,0,0,0,0,0,0,0,0
Lakewood,Gatub,women who died due to pregnancy related-causes,0,0,0,0,0,0,0,0
Lakewood,Gatub,malnourished children 0-5 year old,4,4.6,4,3,1,2.8,4.9,1.3
Lakewood,Poblacion (Lakewood),children 0-5 year old who died,5,1.2,8,3,5,1.3,0.9,1.7
Lakewood,Poblacion (Lakewood),women who died due to pregnancy related-causes,0,0,0,0,0,0,0,0
Lakewood,Poblacion (Lakewood),malnourished children 0-5 year old,5,1.2,8,3,5,1.3,1,1.7
Lakewood,Lukuan,children 0-5 year old who died,0,0,0,0,0,0,0,0
Lakewood,Lukuan,women who died due to pregnancy related-causes,0,0,0,0,0,0,0,0
Lakewood,Lukuan,malnourished children 0-5 year old,3,8.6,3,2,1,5.9,8.7,3.6
Lakewood,Matalang,children 0-5 year old who died,0,0,0,0,0,0,0,0
Lakewood,Matalang,women who died due to pregnancy related-causes,0,0,0,0,0,0,0,0
Lakewood,Matalang,malnourished children 0-5 year old,0,0,0,0,0,0,0,0
Lakewood,Sapang Pinoles,children 0-5 year old who died,0,0,0,0,0,0,0,0
Lakewood,Sapang Pinoles,women who died due to pregnancy related-causes,0,0,0,0,0,0,0,0
Lakewood,Sapang Pinoles,malnourished children 0-5 year old,4,6.9,7,4,3,7.5,9.8,5.8
Lakewood,Sebuguey,children 0-5 year old who died,0,0,0,0,0,0,0,0
Lakewood,Sebuguey,women who died due to pregnancy related-causes,0,0,0,0,0,0,0,0
Lakewood,Sebuguey,malnourished children 0-5 year old,6,12.2,7,2,5,7.6,3.8,12.8
Lakewood,Tiwales,children 0-5 year old who died,0,0,0,0,0,0,0,0
Lakewood,Tiwales,women who died due to pregnancy related-causes,0,0,0,0,0,0,0,0
Lakewood,Tiwales,malnourished children 0-5 year old,3,4.3,3,1,2,2.3,1.6,2.9
Lakewood,Tubod,children 0-5 year old who died,0,0,0,0,0,0,0,0
Lakewood,Tubod,women who died due to pregnancy related-causes,0,0,0,0,0,0,0,0
Lakewood,Tubod,malnourished children 0-5 year old,11,4.6,16,10,6,4.6,5.9,3.3
